"Title","Type","Description"
"Harry Potter i Insygnia Śmierci: Część II","Fantasy","Nastoletni czarodziej wraz z przyjaciółmi staje do wyścigu z czasem, w którym stawką jest jego życie oraz przyszłość świata. Musi odnaleźć i zniszczyć wszystkie horkruksy zanim znajdą do wysłannicy Czarnego Pana. Szukając wskazówek, Harry odkrywa starą i prawie zapomnianą opowieść - legendę o Insygniach Śmierci. Jeżeli okaże się ona prawdziwa, może dać Voldemortowi ogromną władzę, której tak pożąda. Druga część filmu rozpoczyna się w momencie, w którym zakończyła się część poprzednia. Voldemort kradnie z grobowca Albusa Dumbledore'a Czarną Różdżkę będącą nie tylko najpotężniejszą różdżką znaną czarodziejom, ale również jednym z tytułowych Insygniów Śmierci - potężnych artefaktów dających posiadaczowi władzę nad śmiercią. Tymczasem Harry, Hermiona i Ron kontynuują poszukiwania horkruksów. Aby je zdobyć będą musieli włamać się do banku Gringotta oraz powrócić do Hogwartu, w którym władzę sprawuje teraz złowrogi Severus Snape (Alan Rickman) - jeden z najbardziej zaufanych sług Voldemorta. Czy ich misja się powiedzie? Czy przyjaciele odnajdą wszystkie horkruksy i pokonają Voldemorta przywracając pokój w świecie czarodziei? Odpowiedź w ostatniej części filmowej sagi i przygodach Harry'ego Pottera."
"Miasteczko Halloween","Fantasy","Mieszkańcy bajkowego Miasteczka Halloween jak co roku obchodzą hucznie swoje święto. Jednak jego organizatora, Jacka Skellingtona, zaczyna nudzić ciągła rutyna związana z obchodami uroczystości. Podczas nocnego spaceru odkrywa fantastyczne drzwi, które okazują się prowadzić do wszystkich najważniejszych świąt. Jack zostaje wciągnięty do Miasteczka Bożego Narodzenia. Odkrywa, że nie wszystkie święta muszą wiązać się z tragedią, horrorem i smutkiem. Postanawia więc zorganizować własne Boże Narodzenie."
"Hellboy","Fantasy","Siły ciemności łączą się, by przyspieszyć Apokalipsę, Hellboy zwalcza ogień ogniem w tym niesamowitym i niezwykłym pełnym akcji filmie reżysera Blade 2 zrealizowanym na podstawie znanej serii komiksowej Dark Horse."
"Pogromcy duchów","Fantasy","Trójka szalonych naukowców: Peter Venkman (Bill Murray), Raymond Stantz (Dan Aykroyd) i Egon Spengler (Harold Ramis) postanawiają założyć własny biznes. Jako, że w pracy naukowej zajmowali się zjawiskami paranormalnymi, postanawiają założyć firmę zwalczającą... duchy. Początkowo interes rozwija się bez przeszkód, lecz w pewnym momencie po prostestach nieprzychylnych im władz ich działalność zostaje przerwana. W tym samym czasie nad Nowym Jorkiem zawisa widmo powrotu starożytnego boga Gozera. Pogromcy zostają wezwani na pomoc."
"Magicy","Fantasy","Inteligentny, młody mężczyzna rozpoczyna naukę w mieszczącej się w Nowym Jorku szkole magii."
"Był sobie pies","Fantasy","Pies Bailey po odejściu z tego świata odradza się ponownie w psim wcieleniu. Niebawem musi ""podać łapę"" swojemu przyjacielowi z dzieciństwa - Ethanowi."
"Piękna i Bestia","Fantasy","Bella, by ratować ojca, zostaje zakładniczką w więzieniu rządzonym przez Bestię. Wkrótce pomiędzy dziewczyną a potworem rodzi się uczucie."
"Fernando","Fantasy","Fernando jest młodym byczkiem niepodobnym do innych – zamiast walczyć, woli bowiem leżeć pod drzewem i wąchać kwiatki. Pewnego dnia pięciu mężczyzn poszukuje najwaleczniejszego i najodważniejszego byka, który weźmie udział w walkach w Madrycie. Za sprawą pomyłki ich wybór pada na Fernanda, który musi stawić czoła losowi…"
"Opowieść wigilijna","Fantasy","Ebenezera Scrooge'a odwiedzają trzy duchy. Od tej pory mężczyzna staje się lepszym człowiekiem."
"W głowie się nie mieści","Fantasy","Kiedy 11-letnia Riley przeprowadza się z rodzicami do San Francisco, jedno z jej uczuć - Radość - robi wszystko, aby uszczęśliwić dziewczynkę, która jest wiecznie smutna."
"Whitney","Dokument","Poruszający dokument poświęcony pamięci legendy muzyki pop i R&B – Whitney Houston. Chwytający za serce, a przy tym intymny i porażająco szczery filmowy portret, dający wyjątkowe spojrzenie na życie, zawrotną karierę oraz powolny upadek, obdarzonej niespotykanym wręcz talentem gwiazdy. Wypełniony wspomnieniami najbliższych artystki, niepublikowanymi wcześniej filmami oraz muzyką, która już dziś uzyskała status nieśmiertelności."
"Free Solo: ekstremalna wspinaczka","Dokument","Zapierająca dech w piersiach przyroda i przerażający plan - wspinaczka na wysokość 2300 m po niemal pionowej skale, i to bez zabezpieczenia. Alex Honnold postanowił dokonać niemożliwego i spełnić życiowe marzenie - wspiąć się na majestatyczny El Capitan w parku narodowym Yosemite. Cel uda się osiągnąć, ale tylko wtedy, gdy wszystko pójdzie zgodnie z planem, a jak wiadomo, przy tego rodzaju wspinaczce możliwa jest nieskończona liczba scenariuszy, wystarczy obluzowany kamień, silniejszy powiew wiatru. Free Solo zachwyca i zdumiewa widokami, ale ukazuje też motywacje ekstremalnego wspinacza. Często niezrozumiałe dla postronnych, którzy nie wiedzą, po co ryzykować życie dla czegoś tak błahego jak sport wyczynowy, uprawiany w dużej mierze tylko dla samego siebie i ciągłego przekraczania własnych granic. Alex niczego nie tłumaczy, ale po prostu wspina się dalej, wyznaczając limity ludzkiej wytrzymałości."
"Acasa, mój dom","Dokument","Na mokradłach bukaresztańskiego rezerwatu przyrody mieszka od lat wielodzietna romska rodzina. Pewnego dnia jej życie ulegnie radykalnej zmianie. Zgodnie z miejskimi planami zagospodarowania terenu tutejsi mieszkańcy muszą przenieść się do przydzielonego im mieszkania w bloku. Zwłaszcza dla dzieci, które żyły dotychczas blisko natury, w otoczeniu licznych zwierząt domowych, okazuje się to prawdziwą rewolucją. Poprawiają się warunki sanitarne, ale równocześnie pojawiają się szkolne obowiązki i nieznane dotychczas problemy, wynikające z odmiennego stylu życia."
"Jeszcze dzień życia","Dokument","„Jeszcze dzień życia” to trzymająca w napięciu historia trzymiesięcznej wyprawy wybitnego reportera Ryszarda Kapuścińskiego do ogarniętej wojną i chaosem Angoli, w której linia frontu zmienia się jak w kalejdoskopie. W trakcie swojej podróży bohater zaczyna zdawać sobie sprawę, że jest świadkiem wydarzeń, które będą wymagać wyjścia poza rolę obserwatora. Czy reporter może zataić sensacyjne odkrycie dla dobra wyższej sprawy?"
"Człowiek na linie - Man on Wire","Dokument","Człowiek na linie - Man on Wire, czyli artystyczne przestępstwo stulecia, to historia niesamowitego wyczynu jakiego dokonał 7 sierpnia 1974 roku Philippe Petit. Marzeniem tego francuskiego linoskoczka było przejście po linie rozciągniętej między zbudowanymi wówczas niedawno bliźniaczymi wieżami World Trade Center. Film Marsha odsłania kulisy przygotowań do tego wyczynu, niezwykłych związków międzyludzkich, przyjaźni oraz zbiegów okoliczności, które doprowadziły do spełnienia tego szaleńczego marzenia. Spaceru pomiędzy wieżami, których już nie ma."
"Nasiona","Dokument","Najnowszy film Kasperskiego opowiada historię wielodzietnego małżeństwa, którego nie toleruje reszta społeczności wiejskiej. Wiodą życie na skraju nędzy, brakuje pieniędzy, ledwo wiążą koniec z końcem. Kiedyś w ich wsi doszło do ogromnej tragedii, a teraz wszyscy pokutują za ten grzech. Rodzina mieszka na uboczu małej wioski, otoczonej łańcuchem ałtajskich gór."
"Atlantis","Dokument","Nakręcony przez Luca Bessona ""Atlantis"" to film dokumentalny o morskich głębinach, gdzie dopłynął bohater Wielkiego błękitu. Widzimy tu tajemnicze podwodne stwory, czy też balety rybnych ławic. Francuski reżyser zrealizował ""Atlantis"" bez aktorów, wyłącznie z udziałem przyrody i zwierząt. Film nie posiada więc dialogów, zaś klimat buduje jak zwykle hipnotyczna muzyka Erica Serry."
"Grzechy mojego ojca","Dokument","Niewiarygodna historia Pablo Escobara, szefa kolumbijskiego kartelu narkotykowego, po raz pierwszy opowiedziana przez jego syna Sebastiana i wdowę po nim Marię Isabel Santos. Potomek Escobara opowiada o swoim nadzwyczajnym dzieciństwie, dorastaniu przy ojcu, którego kochał mimo wiedzy, że jest kolumbijskim wrogiem numer jeden. Mówi o czasach nieprzeciętnego luksusu i ekstrawagancji, oraz o ucieczkach. Wraz z wdową ujawniają prywatne i długo ukrywane dokumenty. Jest to również historia o dwóch najwybitniejszych ofiarach Escobara, będących jednymi z setek zabitych przez niego w latach osiemdziesiątych - Ministrze Sprawiedliwości i polityku, który miał zostać wybrany na Prezydenta Kolumbii - opowiedziana przez ich synów. Sebastian stara się przerwać cykl zemsty i zabójstwa poprzez pojednanie się z synami ofiar ojca."
"O północy w Paryżu","Fantasy","Gil wyjeżdża z narzeczoną i przyszłymi teściami do Paryża. Zafascynowany miastem z lat dwudziestych często wspomina o znanych ludziach żyjących tam przed laty, przez co wszyscy uważają go za dziwaka. Pewnej nocy Gil gubi się w labiryncie uliczek i przenosi w ukochane przez siebie czasy."
"Kształt wody","Fantasy","Baśń dla dorosłych, której akcja rozgrywa się u szczytu zimnej wojny, w Stanach Zjednoczonych około roku 1962. Elisa (Sally Hawkins) wiedzie monotonną, samotną egzystencję, a całą noc pracuje w pilnie strzeżonym, sekretnym laboratorium rządowym. Jej życie zmienia się na zawsze, gdy wraz z koleżanką z pracy, Zeldą (Octavia Spencer), odkrywa, że w laboratorium przeprowadzany jest otoczony ścisłą tajemnicą eksperyment, który zaważyć może na przyszłych losach świata."
"Władca Pierścieni: Drużyna Pierścienia","Fantasy","Ekranizacja pierwszej części trylogii Tolkiena, ""Drużyna pierścienia"" zapoznaje widzów z czarodziejskim światem Śródziemia i jego mieszkańcami - ludźmi, hobbitami, elfami, krasnoludami, czarodziejami, trollami i orkami. W tej części trylogii młody i nieśmiały hobbit Frodo Baggins odziedzicza pierścień - Jedyny Pierścień, narzędzie władzy absolutnej, które pozwoliłoby Sauronowi, mrocznemu Władcy Mordoru, rządzić Śródziemiem i zniewolić zamieszkujące je ludy. Frodo, wraz z lojalną kompanią hobbitów, ludzi, czarodzieja, krasnoluda i elfa, musi zabrać Pierścień do Szczelin Zagłady, gdzie został kiedyś wykuty, i zniszczyć go raz na zawsze. Taka podróż oznacza zapuszczenie się głęboko do krainy Czarnego Władcy, gdzie gromadzi on armię orków. Drużyna musi walczyć nie tylko ze złem czającym się wokół, ale i z wewnętrznymi waśniami oraz niszczącym wpływem samego Pierścienia. Przyszłość świata i przeznaczenie drużyny są ze sobą splecione."
"Powrót Batmana","Fantasy","Gotham zagraża obłąkany Pingwin, który łączy siły z potentatem przemysłowym Maxem Shreckiem oraz Kobietą-Kotem. Jedynie Batman może ich powstrzymać."
"Harry Potter i Komnata Tajemnic","Fantasy","Drugi rok nauki w szkole magii może okazać się niezwykle trudny. Nowe przedmioty i konieczność użerania się z przemądrzałym Malfoyem: to było do przewidzenia. Ale czy Harry mógł spodziewać się, że będzie musiał walczyć ze sługami Voldemorta, którzy chcą opanować jego ukochaną szkołę? Całe szczęście, że ma przy sobie swoich wiernych przyjaciół: Hermionę i Rona."
"Wywiad z wampirem","Fantasy","Młody dziennikarz przeprowadza sensacyjny wywiad z wampirem. Ten wraca wspomnieniami do osiemnastego wieku, kiedy był bogatym plantatorem w Nowym Orleanie. Po śmierci żony i nienarodzonego dziecka, które umarły podczas porodu, zrozpaczony człowiek podpisuje pakt z siłami zła i staje się wampirem."
"Paddington 2","Fantasy","Tym razem rezolutny niedźwiadek o nienagannych manierach i skłonności do wpadania w tarapaty trafi w złe towarzystwo. Pomyłkowo osadzony w areszcie wśród zepsutych do szpiku kości typów spod ciemnej gwiazdy, naiwny Paddington zrobi wszystko, by sprowadzić ich na dobrą drogę. A że siłę przekonywania ma wielką, rzecz może się udać. Każdy przecież chętnie przyjmie pomocną łapę nawet jeśli jest nieco lepka od marmolady. Szczególnie jeśli futrzasty zada swe fundamentalne pytanie: Misia w sercu nie masz?!"
"Noe: Wybrany przez Boga","Fantasy","Ekranizacja biblijnej opowieści o Arce Noego. Noe (Russell Crowe) dostaje polecenie od Boga - ma zbudować arkę, dzięki której uratuje siebie, swoją rodzinę oraz przedstawicieli wszystkich gatunków zwierząt przed wielkim potopem, jaki ześle na ziemię Stwórca, karząc w ten sposób wszystkich grzeszników."
"Legion samobójców","Fantasy","Tajna agencja rządowa rekrutuje grupę więźniów do wykonania niebezpiecznej misji w zamian za ułaskawienie."
"Czego pragną kobiety","Fantasy","Kobiety to istoty ze swej natury owiane nimbem tajemniczości. Większość ich działań jest całkowicie niezrozumiała dla większości przedstawicieli płci brzydkiej. Dlatego też zdolność pozwalającą poznawać myśli kobiet należy uznać za bardzo cenny dar. Czy jednak jest to na pewno dar? Może raczej przekleństwo? Zapoznanie się z perypetiami Nicka Marshalla pozwoli, być może, rozwiać te wątpliwości."
"Kurt Cobain: Życie bez cenzury","Dokument","Dokument o muzyku Kurcie Cobainie od jego młodych lat spędzonych w Aberdeen, aż po sukces zespołu grunge Nirvana i tragicznej śmierci."
"Surykatki","Dokument","Film dokumentalny ukazujący egzystencje surykatek żyjących na jednym z najtrudniejszych do przetrwania środowisk na Ziemi. Autorzy w humorystyczny sposób opowiadają o relacjach rodzinnych tych małych ssaków zamieszkujących afrykańską pustynię Kalahari. Twórcy zwracają uwagę na podobieństwa w zachowaniu tej gromady i naszej społeczności."
"Rok Franka W.","Dokument","Przez rok, od 1966 do 1967, Kazimierz Karabasz i Stanisław Niedbalski przyglądali się życiu Franciszka Wróbla. Poprosili go też, aby spisywał wszystkie swoje myśli, odczucia i wydarzenia, które odcisnęły na nim piętno, w pamiętniku. Owy pamiętnik prowadzi nas przez cały ten rok. Widzimy jak Franek przybywa do OHP, uczy się tam zawodu, poznaje nowych ludzi i ogląda zupełnie inny świat niż w rodzinnej wsi."
"Nasza mała Polska","Dokument","Co roku kilkanaścioro młodych Japończyków rozpoczyna studia na Wydziale Polonistyki Tokijskiego Uniwersytetu Studiów Zagranicznych. Jednym z obowiązkowych zadań studentów drugiego roku jest wystawienie sztuki teatralnej w języku polskim. „Nasza mała Polska” mówi nie tylko o procesie uczenia się języka polskiego, lecz także o tym, jak wyobrażenia o dorosłości zderzają się z rzeczywistością."
